Date,Symbol,Price,Chg%,High,Low,Open,Volume
2016-05-16,tcs,1250.64,0.011,1257.33,1236.6,1244.19,1110000
2016-05-17,tcs,1259.98,0.0075,1270.3,1251.06,1257.04,1760000
2016-05-18,tcs,1250.62,-0.0074,1257.85,1238.34,1257.85,1500000
2016-05-19,tcs,1253.48,0.0023,1254.98,1238.36,1252.53,1040000
2016-05-20,tcs,1239.93,-0.0108,1257.82,1236.74,1246.3,1230000
2016-05-23,tcs,1221.37,-0.015,1248.07,1215.86,1247.14,1530000
2016-05-24,tcs,1209.73,-0.0095,1219.81,1205.76,1217.72,1340000
2016-05-25,tcs,1238.53,0.0237999999999999,1241.72,1216.25,1216.25,1550000
2016-05-26,tcs,1249.44,0.0088,1257.38,1228.07,1240.27,1940000
2016-05-27,tcs,1261.18,0.0093999999999999,1264.71,1250.37,1251.62,1100000
2016-05-30,tcs,1292.43,0.0248,1295.15,1265.76,1266.26,1350000
2016-05-31,tcs,1259.59,-0.0254,1297.63,1255.96,1294.2,3720000
2016-06-01,tcs,1291.04,0.025,1296.65,1260.37,1260.47,1910000
2016-06-02,tcs,1299.17,0.0063,1301.21,1274.59,1274.59,1410000
2016-06-03,tcs,1289.08,-0.0078,1303.02,1284.64,1299.79,1550000
2016-06-06,tcs,1280.72,-0.0065,1293.71,1276.16,1284.64,1320000
2016-06-07,tcs,1289.86,0.0070999999999999,1293.71,1280.96,1281.45,1200000
2016-06-08,tcs,1281.01,-0.0069,1288.58,1277.29,1283.05,938270
2016-06-09,tcs,1263.44,-0.0137,1285.57,1252.63,1285.57,1560000
2016-06-10,tcs,1252.9,-0.0083,1276.18,1251.65,1257.92,1400000
2016-06-13,tcs,1248.61,-0.0034,1251.72,1234.39,1245.18,1030000
2016-06-14,tcs,1242.65,-0.0048,1254.47,1234.51,1254.47,977570
2016-06-15,tcs,1253.44,0.0087,1257.38,1236.35,1240.27,1270000
2016-06-16,tcs,1254.15,0.0006,1257.28,1233.63,1247.9,1150000
2016-06-17,tcs,1275.86,0.0173,1279.49,1254.49,1254.49,1880000
2016-06-20,tcs,1303.66,0.0218,1307.92,1270.57,1275.86,1870000
2016-06-21,tcs,1299.69,-0.003,1306.45,1294.88,1305.72,1030000
2016-06-22,tcs,1307.75,0.0062,1312.68,1290.15,1299.1,1760000
2016-06-23,tcs,1296.82,-0.0084,1303.76,1286.99,1301.55,1400000
2016-06-24,tcs,1261.82,-0.027,1271.26,1232.5,1257.5,3770000
2016-06-27,tcs,1223.53,-0.0302999999999999,1248.61,1217.06,1248.61,4270000
2016-06-28,tcs,1207.89,-0.0128,1226.99,1205.17,1223.53,4500000
2016-06-29,tcs,1226.99,0.0158,1231.69,1208.56,1213.31,2530000
2016-06-30,tcs,1251.6,0.0200999999999999,1256.4,1225.74,1236.35,5120000
2016-07-01,tcs,1225.98,-0.0204999999999999,1257.23,1222.8,1255.96,2200000
2016-07-04,tcs,1222.72,-0.0027,1238.24,1216.74,1233.41,1880000
2016-07-05,tcs,1218.36,-0.0036,1224.12,1214.36,1222.72,1560000
2016-07-07,tcs,1191.15,-0.0223,1221.57,1188.8,1219.54,3320000
2016-07-08,tcs,1189.58,-0.0013,1197.16,1178.26,1193.7,2460000
2016-07-11,tcs,1207.99,0.0155,1211.74,1189.78,1191.25,1540000
2016-07-12,tcs,1208.38,0.0003,1213.31,1194.12,1211.69,1470000
2016-07-13,tcs,1222.18,0.0113999999999999,1225.2,1201.67,1214.78,2100000
2016-07-14,tcs,1236.3,0.0116,1239.78,1211.35,1218.7,2700000
2016-07-15,tcs,1198.78,-0.0302999999999999,1239.19,1189.56,1233.9,8340000
2016-07-18,tcs,1192.94,-0.0049,1210.37,1191.54,1199.58,2600000
2016-07-19,tcs,1209.0,0.0135,1212.23,1190.02,1190.02,2360000
2016-07-20,tcs,1223.09,0.0116999999999999,1226.79,1200.15,1201.05,2820000
2016-07-21,tcs,1228.53,0.0044,1235.13,1208.14,1220.42,2530000
2016-07-22,tcs,1232.97,0.0036,1237.33,1221.64,1225.03,1520000
2016-07-25,tcs,1254.47,0.0174,1256.55,1228.41,1231.45,1690000
2016-07-26,tcs,1251.35,-0.0025,1258.9,1241.74,1254.47,2310000
2016-07-27,tcs,1263.58,0.0098,1264.98,1247.63,1252.53,1750000
2016-07-28,tcs,1284.03,0.0162,1289.08,1263.34,1265.03,4630000
2016-07-29,tcs,1284.05,0.0,1291.7,1274.1,1281.45,2490000
2016-08-01,tcs,1327.66,0.034,1335.87,1290.28,1290.28,3960000
2016-08-02,tcs,1323.22,-0.0033,1331.31,1318.61,1325.03,2580000
2016-08-03,tcs,1302.19,-0.0159,1323.12,1298.63,1316.75,2290000
2016-08-04,tcs,1300.08,-0.0016,1315.25,1292.36,1308.9,1420000
2016-08-05,tcs,1298.66,-0.0011,1315.91,1290.28,1310.82,1870000
2016-08-08,tcs,1298.86,0.0002,1307.92,1288.83,1294.2,2060000
2016-08-09,tcs,1299.2,0.0003,1303.9,1264.22,1303.02,2260000
2016-08-10,tcs,1311.55,0.0095,1314.79,1298.12,1299.59,2060000
2016-08-11,tcs,1328.46,0.0129,1330.96,1306.72,1306.72,2230000
2016-08-12,tcs,1342.46,0.0105,1345.57,1324.62,1326.06,2330000
2016-08-16,tcs,1319.54,-0.0171,1343.22,1310.79,1342.24,3180000
2016-08-17,tcs,1286.62,-0.0249,1323.12,1283.41,1323.12,1850000
2016-08-18,tcs,1293.49,0.0053,1302.8,1289.34,1291.75,1290000
2016-08-19,tcs,1276.3,-0.0133,1297.36,1274.59,1294.2,2420000
2016-08-22,tcs,1249.44,-0.021,1271.87,1243.36,1268.71,2270000
2016-08-23,tcs,1275.1,0.0204999999999999,1277.02,1245.27,1247.6,1500000
2016-08-24,tcs,1260.89,-0.0111,1275.57,1259.42,1269.59,1120000
2016-08-25,tcs,1250.59,-0.0081999999999999,1269.54,1238.31,1264.78,1940000
2016-08-26,tcs,1237.8,-0.0102,1261.13,1234.0,1254.88,1250000
2016-08-29,tcs,1225.84,-0.0097,1242.7,1209.27,1242.7,1490000
2016-08-30,tcs,1247.21,0.0174,1249.98,1226.18,1230.47,1440000
2016-08-31,tcs,1231.11,-0.0129,1250.08,1225.98,1250.08,3230000
2016-09-01,tcs,1229.24,-0.0015,1242.7,1219.22,1237.77,1350000
2016-09-02,tcs,1232.82,0.0029,1235.08,1223.63,1231.45,1740000
2016-09-06,tcs,1217.75,-0.0121999999999999,1235.44,1215.76,1235.32,2240000
2016-09-07,tcs,1196.42,-0.0175,1225.42,1187.82,1225.42,3850000
2016-09-08,tcs,1138.35,-0.0484999999999999,1156.93,1120.04,1156.93,7020000
2016-09-09,tcs,1153.23,0.0131,1160.19,1137.35,1142.08,2740000
2016-09-12,tcs,1156.47,0.0028,1158.87,1139.29,1145.66,2020000
2016-09-14,tcs,1141.47,-0.013,1165.56,1132.42,1157.91,2069999
2016-09-15,tcs,1140.73,-0.0006,1148.16,1135.73,1147.11,2820000
2016-09-16,tcs,1157.77,0.0149,1164.78,1137.33,1145.51,4360000
2016-09-19,tcs,1182.16,0.0210999999999999,1189.78,1152.03,1159.39,2800000
2016-09-20,tcs,1179.73,-0.0021,1184.83,1169.39,1181.94,1180000
2016-09-21,tcs,1183.11,0.0029,1188.31,1176.89,1180.32,1680000
2016-09-22,tcs,1165.76,-0.0147,1190.27,1162.38,1188.92,2860000
2016-09-23,tcs,1175.61,0.0084,1178.43,1162.4,1167.72,1800000
2016-09-26,tcs,1177.08,0.0013,1185.91,1174.09,1177.08,1750000
2016-09-27,tcs,1194.24,0.0146,1200.07,1177.08,1177.08,2040000
2016-09-28,tcs,1187.84,-0.0054,1194.93,1184.0,1191.74,1730000
2016-09-29,tcs,1195.07,0.0060999999999999,1204.24,1186.15,1193.7,3600000
2016-09-30,tcs,1191.64,-0.0029,1200.96,1187.87,1194.71,2180000
2016-10-03,tcs,1182.28,-0.0079,1204.81,1177.08,1201.05,1820000
2016-10-04,tcs,1179.07,-0.0027,1188.82,1175.56,1186.35,1780000
2016-10-05,tcs,1169.85,-0.0078,1184.09,1164.83,1180.47,1180000
2016-10-06,tcs,1171.03,0.001,1177.72,1163.18,1174.09,2270000
2016-10-07,tcs,1160.76,-0.0088,1170.66,1156.05,1170.66,1820000
2016-10-10,tcs,1166.89,0.0053,1170.12,1154.51,1161.79,1200000
2016-10-13,tcs,1141.69,-0.0216,1161.79,1137.77,1158.55,5170000
2016-10-14,tcs,1159.97,0.016,1170.17,1123.11,1134.87,7740000
2016-10-17,tcs,1158.14,-0.0016,1164.68,1149.29,1161.3,2730000
2016-10-18,tcs,1176.64,0.016,1184.24,1154.39,1164.78,2130000
2016-10-19,tcs,1174.14,-0.0021,1181.45,1161.98,1177.03,1990000
2016-10-20,tcs,1177.11,0.0025,1181.13,1169.68,1175.02,1270000
2016-10-21,tcs,1190.59,0.0115,1192.18,1175.69,1176.54,1260000
2016-10-24,tcs,1190.12,-0.0004,1193.65,1177.79,1190.37,1250000
2016-10-25,tcs,1175.78,-0.012,1183.7,1167.23,1178.99,1770000
2016-10-26,tcs,1174.71,-0.0009,1177.89,1163.06,1175.86,1440000
2016-10-27,tcs,1185.42,0.0091,1191.01,1159.63,1166.59,2940000
2016-10-28,tcs,1175.91,-0.008,1183.95,1170.66,1181.45,1750000
2016-10-30,tcs,1172.16,-0.0032,1180.93,1167.72,1175.91,85350
2016-11-01,tcs,1152.03,-0.0172,1176.4,1144.26,1176.4,2930000
2016-11-02,tcs,1129.51,-0.0195,1149.09,1125.07,1147.62,2330000
2016-11-03,tcs,1137.06,0.0067,1144.68,1119.92,1124.58,1460000
2016-11-04,tcs,1142.5,0.0048,1145.24,1124.58,1137.33,1180000
2016-11-07,tcs,1116.27,-0.023,1149.53,1107.94,1146.1,2049999
2016-11-08,tcs,1119.29,0.0027,1130.95,1107.91,1117.94,1930000
2016-11-09,tcs,1063.72,-0.0496,1115.27,1050.48,1068.69,4500000
2016-11-10,tcs,1056.66,-0.0066,1087.08,1049.48,1080.85,2170000
2016-11-11,tcs,1030.04,-0.0252,1052.54,1022.71,1052.54,2400000
2016-11-15,tcs,1039.92,0.0096,1057.69,1005.9,1037.76,6290000
2016-11-16,tcs,1073.4,0.0322,1082.86,1048.1,1051.58,4019999
2016-11-17,tcs,1047.71,-0.0239,1082.71,1044.26,1071.14,2500000
2016-11-18,tcs,1041.78,-0.0056999999999999,1053.99,1031.53,1050.07,2140000
2016-11-21,tcs,1045.6,0.0037,1049.08,1031.93,1042.32,1790000
2016-11-22,tcs,1046.63,0.001,1067.44,1040.29,1045.16,1320000
2016-11-23,tcs,1057.1,0.01,1060.34,1042.81,1053.5,1280000
2016-11-24,tcs,1072.84,0.0149,1082.22,1047.61,1056.39,3030000
2016-11-25,tcs,1127.69,0.0511,1131.08,1074.67,1084.38,4280000
2016-11-28,tcs,1118.99,-0.0077,1137.06,1103.94,1124.58,1920000
2016-11-29,tcs,1107.84,-0.01,1123.6,1104.26,1115.27,1440000
2016-11-30,tcs,1115.78,0.0072,1124.95,1099.23,1110.36,3450000
2016-12-01,tcs,1109.6,-0.0055,1122.62,1105.0,1116.25,1120000
2016-12-02,tcs,1089.21,-0.0184,1113.21,1081.05,1106.93,2000000
2016-12-05,tcs,1071.64,-0.0161,1097.05,1063.79,1092.71,2250000
2016-12-06,tcs,1069.85,-0.0017,1080.43,1063.74,1073.6,1590000
2016-12-07,tcs,1056.22,-0.0127,1070.88,1051.85,1069.77,2069999
2016-12-08,tcs,1076.41,0.0191,1078.01,1058.89,1059.13,3240000
2016-12-09,tcs,1076.17,-0.0002,1088.25,1065.41,1080.95,1590000
2016-12-12,tcs,1082.52,0.0059,1087.13,1060.36,1075.95,1310000
2016-12-13,tcs,1078.65,-0.0036,1087.32,1070.16,1087.32,2150000
2016-12-14,tcs,1082.22,0.0033,1090.61,1073.11,1085.36,1870000
2016-12-15,tcs,1107.57,0.0233999999999999,1113.84,1079.48,1079.48,4300000
2016-12-16,tcs,1119.02,0.0103,1122.62,1103.99,1116.25,1990000
2016-12-19,tcs,1122.08,0.0027,1126.39,1108.55,1117.72,1330000
2016-12-20,tcs,1146.79,0.022,1149.58,1121.17,1123.6,2920000
2016-12-21,tcs,1134.19,-0.011,1148.99,1130.27,1148.99,2029999
2016-12-22,tcs,1131.3,-0.0025,1139.78,1120.76,1130.46,1870000
2016-12-23,tcs,1121.69,-0.0085,1136.22,1117.13,1127.52,1120000
2016-12-26,tcs,1124.14,0.0022,1128.31,1110.85,1110.85,897410
2016-12-27,tcs,1138.99,0.0132,1142.23,1118.45,1118.45,1290000
2016-12-28,tcs,1134.09,-0.0043,1151.98,1129.07,1140.61,1350000
2016-12-29,tcs,1152.87,0.0166,1156.89,1128.99,1128.99,1960000
2016-12-30,tcs,1159.66,0.0059,1166.05,1149.9,1154.43,1410000
2017-01-02,tcs,1157.6,-0.0018,1164.34,1153.21,1160.17,823130
2017-01-03,tcs,1160.98,0.0029,1162.67,1148.75,1157.55,1480000
2017-01-04,tcs,1166.49,0.0046999999999999,1171.08,1156.1,1161.69,1420000
2017-01-05,tcs,1144.38,-0.019,1171.62,1137.52,1168.7,2220000
