Date,High,Chg%,Price,Symbol,Open,Volume,Low
2016-06-27,240.93,0.0137,239.3,itc,236.07,10250000,236.07
2016-06-28,246.1,0.0266,245.67,itc,240.0,15700000,239.3
2016-06-29,246.63,-0.006,244.2,itc,246.63,11550000,242.67
2016-06-30,247.8,0.0056999999999999,245.6,itc,245.33,20900000,244.1
2016-07-01,259.75,0.0275,252.35,itc,243.3,27940000,242.6
2016-07-04,254.0,-0.0295,244.9,itc,254.0,14000000,244.0
2016-07-05,247.0,-0.0055,243.55,itc,245.85,8990000,242.2
2016-07-07,248.65,0.0141999999999999,247.0,itc,244.5,8960000,243.9
2016-07-08,247.4,-0.0046999999999999,245.85,itc,247.4,6900000,242.5
2016-07-11,251.6,0.0134,249.15,itc,248.3,7270000,246.75
2016-07-12,251.95,-0.003,248.4,itc,250.95,4139999,247.0
2016-07-13,249.2,-0.0052,247.1,itc,248.45,4340000,246.0
2016-07-14,251.0,0.0065,248.7,itc,247.0,6090000,245.1
2016-07-15,252.55,0.0006,248.85,itc,249.0,9350000,247.55
2016-07-18,249.95,0.0002,248.9,itc,249.05,6830000,247.6
2016-07-19,250.0,0.0006,249.05,itc,249.0,6720000,245.6
2016-07-20,252.0,0.0048,250.25,itc,249.05,9310000,247.95
2016-07-21,253.5,0.0014,250.6,itc,253.0,11720000,246.5
2016-07-22,256.2,-0.003,249.85,itc,253.15,15780000,247.15
2016-07-25,252.0,0.0076,251.75,itc,249.5,8870000,249.0
2016-07-26,253.55,0.0,251.75,itc,251.65,6820000,250.5
2016-07-27,253.7,-0.0173,247.4,itc,251.0,8900000,246.3
2016-07-28,255.4,0.0279,254.3,itc,249.4,11350000,248.25
2016-07-29,256.5,-0.0073,252.45,itc,254.2,12130000,251.4
2016-08-01,255.2,-0.0073,250.6,itc,252.0,9560000,249.55
2016-08-02,262.0,0.0407,260.8,itc,251.0,16780000,251.0
2016-08-03,260.0,-0.0311,252.7,itc,260.0,10990000,251.25
2016-08-04,254.85,-0.0024,252.1,itc,254.0,8660000,250.2
2016-08-05,256.5,0.0018,252.55,itc,252.15,4370000,251.1
2016-08-08,254.75,-0.0103,249.95,itc,253.0,8420000,249.5
2016-08-09,250.0,-0.0092,247.65,itc,250.0,9360000,246.1
2016-08-10,248.4,-0.0046,246.5,itc,248.0,5260000,245.8
2016-08-11,252.8,0.0209,251.65,itc,247.0,10740000,246.55
2016-08-12,255.5,0.0097,254.1,itc,250.55,8279999,250.3
2016-08-16,258.0,0.0039,255.1,itc,254.25,10290000,253.45
2016-08-17,256.75,-0.0055,253.7,itc,254.55,8330000,252.2
2016-08-18,255.4,-0.0060999999999999,252.15,itc,254.4,6680000,251.5
2016-08-19,252.4,-0.0048,250.95,itc,252.0,5330000,249.75
2016-08-22,254.75,0.0126,254.1,itc,251.65,4179999,251.5
2016-08-23,255.0,-0.0106,251.4,itc,254.4,6450000,250.3
2016-08-24,252.0,-0.0046,250.25,itc,251.2,5380000,249.1
2016-08-25,255.0,0.0128,253.45,itc,252.1,9520000,250.25
2016-08-26,254.9,0.0014,253.8,itc,253.35,4750000,252.05
2016-08-29,253.95,-0.0039,252.8,itc,253.0,4270000,251.05
2016-08-30,257.9,0.0178,257.3,itc,253.7,7690000,253.05
2016-08-31,261.5,0.0107,260.05,itc,258.3,12770000,256.4
2016-09-01,263.0,0.0037,261.0,itc,261.0,8369999,259.1
2016-09-02,263.7,0.0073,262.9,itc,262.0,9150000,260.25
2016-09-06,265.9,-0.0011,262.6,itc,263.0,9170000,261.1
2016-09-07,264.95,0.0008,262.8,itc,264.0,6410000,262.0
2016-09-08,265.55,0.008,264.9,itc,263.5,8320000,262.7
2016-09-09,264.45,-0.0249,258.3,itc,263.0,9760000,257.05
2016-09-12,256.7,-0.0233999999999999,252.25,itc,255.95,7340000,251.75
2016-09-14,253.1,-0.0016,251.85,itc,251.0,12540000,249.55
2016-09-15,257.9,0.0161,255.9,itc,252.5,7780000,252.5
2016-09-16,262.2,0.0174,260.35,itc,256.0,14040000,255.4
2016-09-19,262.6,-0.0058,258.85,itc,261.5,6470000,258.25
2016-09-20,259.25,-0.0073,256.95,itc,259.2,6690000,255.25
2016-09-21,258.8,-0.0128,253.65,itc,256.7,8800000,253.0
2016-09-22,257.2,0.0063,255.25,itc,255.45,7690000,253.75
2016-09-23,257.0,-0.0070999999999999,253.45,itc,255.0,4950000,251.8
2016-09-26,253.25,-0.0213,248.05,itc,253.0,9690000,247.5
2016-09-27,249.25,-0.0089,245.85,itc,248.65,6640000,245.0
2016-09-28,249.4,0.0045,246.95,itc,246.3,7360000,245.5
2016-09-29,249.3,-0.0051,245.7,itc,248.1,17430000,241.0
2016-09-30,246.95,-0.0177,241.35,itc,245.65,9550000,240.5
2016-10-03,244.2,0.0039,242.3,itc,244.2,6470000,241.55
2016-10-04,243.95,-0.0045,241.2,itc,243.0,7710000,240.35
2016-10-05,243.25,-0.0040999999999999,240.2,itc,241.8,6230000,239.2
2016-10-06,242.0,-0.0116999999999999,237.4,itc,242.0,8650000,235.65
2016-10-07,240.25,0.0065,238.95,itc,237.9,4010000,236.75
2016-10-10,242.6,0.0048,240.1,itc,242.0,5050000,239.55
2016-10-13,241.45,-0.0048,238.95,itc,240.1,10680000,236.95
2016-10-14,240.5,0.004,239.9,itc,239.0,9220000,238.05
2016-10-17,241.75,0.0029,240.6,itc,239.9,6140000,238.5
2016-10-18,246.55,0.0222,245.95,itc,241.0,11780000,240.3
2016-10-19,245.65,-0.0264,239.45,itc,245.65,8410000,238.4
2016-10-20,241.35,-0.0004,239.35,itc,241.0,4400000,238.1
2016-10-21,241.15,0.0033,240.15,itc,239.0,10590000,238.75
2016-10-24,242.0,0.005,241.35,itc,241.0,9580000,239.7
2016-10-25,242.9,-0.0108,238.75,itc,242.9,5950000,238.15
2016-10-26,242.5,0.0,238.75,itc,239.85,23930000,233.5
2016-10-27,244.8,0.0182,243.1,itc,241.2,15350000,239.65
2016-10-28,244.3,0.0,243.1,itc,244.3,9320000,239.5
2016-10-30,244.0,-0.006,241.65,itc,244.0,629940,241.0
2016-11-01,242.8,-0.0069999999999999,239.95,itc,242.8,5520000,239.15
2016-11-02,238.95,-0.011,237.3,itc,237.0,4690000,235.1
2016-11-03,242.3,0.0126,240.3,itc,237.05,8870000,236.0
2016-11-04,256.4,0.0364,249.05,itc,251.5,35260000,247.05
2016-11-07,259.65,0.0299,256.5,itc,253.8,24270000,247.0
2016-11-08,257.4,-0.0034999999999999,255.6,itc,256.5,9940000,252.2
2016-11-09,255.0,-0.0291,248.15,itc,239.15,23030000,238.55
2016-11-10,253.0,0.0116999999999999,251.05,itc,252.85,11570000,245.55
2016-11-11,248.95,-0.0323,242.95,itc,248.0,12740000,241.0
2016-11-15,246.9,-0.0224,237.5,itc,241.95,21200000,235.8
2016-11-16,239.1,-0.0278,230.9,itc,237.95,30670000,228.05
2016-11-17,234.0,0.0026,231.5,itc,228.45,9280000,228.4
2016-11-18,231.4,-0.0158,227.85,itc,230.0,8260000,227.1
2016-11-21,228.6,-0.016,224.2,itc,228.2,7590000,223.6
2016-11-22,228.1,0.0085,226.1,itc,225.0,9220000,223.5
2016-11-23,227.8,-0.0064,224.65,itc,227.25,10320000,223.5
2016-11-24,225.25,-0.0051,223.5,itc,225.0,18000000,222.1
2016-11-25,230.45,0.0237,228.8,itc,224.5,7600000,223.05
2016-11-28,234.2,0.0214,233.7,itc,228.4,9120000,227.3
2016-11-29,235.65,-0.0113,231.05,itc,233.05,8610000,230.25
2016-11-30,234.4,0.0063,232.5,itc,232.0,11080000,229.15
2016-12-01,235.0,0.0043,233.5,itc,232.8,5160000,231.05
2016-12-02,233.0,-0.0214,228.5,itc,233.0,8369999,228.0
2016-12-05,233.2,0.0177,232.55,itc,228.9,5120000,227.45
2016-12-06,233.0,-0.0101,230.2,itc,233.0,4910000,229.15
2016-12-07,231.5,-0.013,227.2,itc,231.5,8109999,226.5
2016-12-08,235.3,0.0268,233.3,itc,229.05,7370000,228.3
2016-12-09,239.6,0.0121999999999999,236.15,itc,234.05,8330000,232.55
2016-12-12,234.7,-0.0163,232.3,itc,234.2,3040000,231.95
2016-12-13,236.9,0.0144,235.65,itc,234.8,7440000,232.2
2016-12-14,236.5,-0.0106,233.15,itc,236.0,6310000,232.0
2016-12-15,234.4,-0.0148,229.7,itc,232.0,5330000,228.5
2016-12-16,230.8,-0.0146,226.35,itc,230.8,12930000,226.0
2016-12-19,229.0,0.0029,227.0,itc,225.35,5460000,225.35
2016-12-20,230.8,0.013,229.95,itc,228.5,5920000,227.5
2016-12-21,229.8,-0.0159,226.3,itc,229.0,12880000,225.5
2016-12-22,228.4,0.0055,227.55,itc,225.25,6420000,224.25
2016-12-23,227.5,-0.0125,224.7,itc,227.5,10760000,223.8
2016-12-26,225.85,0.0013,225.0,itc,224.9,8740000,222.0
2016-12-27,234.9,0.0401999999999999,234.05,itc,226.0,15610000,224.35
2016-12-28,236.4,0.006,235.45,itc,232.7,14170000,232.7
2016-12-29,237.0,0.0023,236.0,itc,235.3,14050000,232.3
2016-12-30,242.4,0.0239,241.65,itc,237.45,10420000,236.3
2017-01-02,242.25,-0.0029,240.95,itc,242.0,4890000,238.6
2017-01-03,245.7,0.01,243.35,itc,240.9,7510000,239.25
2017-01-04,247.0,0.0086,245.45,itc,242.85,9310000,240.1
2017-01-05,247.85,0.0053,246.75,itc,244.5,9180000,244.1
2017-01-06,249.0,-0.0163999999999999,242.7,itc,247.0,8090000,242.2
2017-01-09,246.6,0.013,245.85,itc,242.85,4850000,242.1
2017-01-10,249.85,0.0126,248.95,itc,246.0,11980000,245.7
2017-01-11,250.5,-0.0056,247.55,itc,249.8,7640000,246.6
2017-01-12,247.7,-0.0116999999999999,244.65,itc,247.7,5600000,244.15
2017-01-13,251.0,0.0204,249.65,itc,246.0,4380000,242.5
2017-01-16,250.85,-0.0034,248.8,itc,249.25,4640000,247.1
2017-01-17,252.3,0.0127,251.95,itc,248.8,4810000,248.8
2017-01-18,254.3,-0.0044,250.85,itc,251.6,7250000,249.8
2017-01-19,254.75,0.0132,254.15,itc,249.75,9180000,249.55
2017-01-20,256.3,0.0049,255.4,itc,254.25,10840000,253.7
2017-01-23,260.15,0.0166,259.65,itc,255.1,10690000,255.05
2017-01-24,260.75,0.0008,259.85,itc,259.6,8029999,257.35
2017-01-25,266.4,0.0217,265.5,itc,259.95,17450000,259.6
2017-01-27,266.95,-0.0305,257.4,itc,263.5,24500000,256.1
2017-01-30,261.0,-0.0051,256.1,itc,258.4,8910000,255.5
2017-01-31,259.95,0.0078,258.1,itc,256.2,10000000,254.6
2017-02-01,270.1,0.0449,269.7,itc,260.0,33840000,258.5
2017-02-02,279.9,0.0171,274.3,itc,271.0,29720000,269.5
2017-02-03,275.5,-0.0046,273.05,itc,274.0,9010000,270.5
2017-02-06,279.0,0.0137,276.8,itc,274.9,8220000,274.1
2017-02-07,292.15,0.0011,277.1,itc,278.6,24320000,275.6
2017-02-08,279.0,-0.0083,274.8,itc,275.5,10700000,272.0
2017-02-09,278.4,0.0104,277.65,itc,276.0,4880000,272.65
2017-02-10,279.1,-0.0155,273.35,itc,278.7,7680000,271.55
2017-02-13,276.35,-0.0101,270.6,itc,275.4,8970000,268.6
2017-02-14,273.5,0.0007,270.8,itc,270.0,6660000,269.15
2017-02-15,275.5,0.0096,273.4,itc,271.2,7540000,271.2
2017-02-16,271.5,-0.0247,266.65,itc,270.05,10580000,265.7
2017-02-17,268.9,0.0056,268.15,itc,267.35,9340000,264.0
2017-02-20,267.45,-0.0078,266.05,itc,266.0,5710000,265.55
2017-02-21,266.25,-0.0109,263.15,itc,266.0,9870000,260.8
2017-02-22,266.25,0.0011,263.45,itc,264.4,8490000,261.65
2017-02-23,268.2,0.0084,265.65,itc,264.0,12360000,261.6
2017-02-27,266.0,-0.004,264.6,itc,265.55,5080000,257.85
2017-02-28,264.6,-0.0091,262.2,itc,263.0,8240000,260.9
2017-03-01,269.7,0.024,268.5,itc,262.4,14580000,262.4
2017-03-02,270.25,-0.0139999999999999,264.75,itc,268.5,10070000,263.5
2017-03-03,263.4,-0.0121,261.55,itc,262.0,9990000,258.15
2017-03-06,265.05,0.0097,264.1,itc,262.7,9560000,261.55
2017-03-07,265.0,0.0006,264.25,itc,264.3,6920000,261.15
2017-03-08,265.5,-0.0004,264.15,itc,264.45,5770000,263.5
2017-03-09,266.3,0.003,264.95,itc,266.1,9480000,262.3
2017-03-10,265.05,-0.0056999999999999,263.45,itc,264.95,5660000,262.65
2017-03-14,271.65,0.0139,267.1,itc,266.2,17820000,265.2
2017-03-15,270.7,0.0040999999999999,268.2,itc,265.2,13940000,265.2
2017-03-16,271.25,0.0009,268.45,itc,270.25,8690000,267.5
2017-03-17,288.9,0.0476999999999999,281.25,itc,276.8,52010000,276.8
2017-03-20,284.2,0.0023,281.9,itc,282.9,15900000,277.8
2017-03-21,288.6,0.0213,287.9,itc,283.2,13230000,283.0
2017-03-22,287.85,-0.0279999999999999,279.85,itc,285.0,12400000,278.6
2017-03-23,282.5,-0.008,277.6,itc,277.5,16900000,275.1
2017-03-24,283.0,0.0121999999999999,281.0,itc,278.85,7120000,278.75
2017-03-27,282.9,0.0021,281.6,itc,280.45,12150000,276.3
2017-03-28,282.2,-0.0039,280.5,itc,281.6,6290000,280.05
2017-03-29,283.7,0.0096,283.2,itc,280.2,8500000,280.2
2017-03-30,284.65,-0.0016,282.75,itc,284.0,14390000,280.05
2017-03-31,283.0,-0.0087,280.3,itc,281.0,9560000,278.75
2017-04-03,283.6,0.0045,281.55,itc,282.8,7230000,278.65
2017-04-05,283.5,-0.0092,278.95,itc,283.2,10290000,277.7
2017-04-06,279.15,-0.0174,274.1,itc,278.2,15640000,273.2
2017-04-07,274.15,-0.0053,272.65,itc,273.0,9130000,270.9
2017-04-10,275.0,0.0033,273.55,itc,275.0,5480000,272.1
2017-04-11,282.6,0.0311,282.05,itc,273.1,10930000,271.8
2017-04-12,284.8,-0.0005,281.9,itc,281.7,7230000,279.55
2017-04-13,282.0,-0.0098,279.15,itc,281.9,3930000,277.5
2017-04-17,282.5,-0.0002,279.1,itc,276.55,4830000,275.55
2017-04-18,284.0,-0.0002,279.05,itc,280.2,4330000,278.1
2017-04-19,281.5,-0.0013,278.7,itc,281.15,4950000,277.85
2017-04-20,281.5,0.0029,279.5,itc,279.7,4240000,278.35
2017-04-21,282.0,-0.0184,274.35,itc,282.0,8710000,272.7
2017-04-24,277.55,0.0087,276.75,itc,276.4,7120000,271.15
2017-04-25,282.0,0.0163999999999999,281.3,itc,278.0,12720000,273.9
2017-04-26,292.9,0.0341,290.9,itc,283.3,18940000,282.0
2017-04-27,291.9,-0.0175,285.8,itc,291.4,13550000,284.5
2017-04-28,286.5,-0.0273,278.0,itc,285.8,12370000,277.35
2017-05-02,281.3,0.0043,279.2,itc,280.5,7030000,276.5
2017-05-03,279.5,-0.0069999999999999,277.25,itc,279.5,6040000,275.5
2017-05-04,282.2,0.0141999999999999,281.2,itc,277.9,7770000,276.15
2017-05-05,280.95,-0.0144,277.15,itc,280.95,4040000,276.4
2017-05-08,278.5,-0.0152,272.95,itc,277.55,10630000,272.55
2017-05-09,276.65,-0.0053,271.5,itc,273.5,6750000,271.0
2017-05-10,275.7,0.009,273.95,itc,272.2,4580000,272.0
2017-05-11,279.15,0.0098999999999999,276.65,itc,275.5,9420000,274.0
2017-05-12,277.3,-0.0060999999999999,274.95,itc,277.3,4500000,274.05
2017-05-15,278.9,0.0109,277.95,itc,275.9,5460000,275.5
2017-05-16,284.3,0.0197999999999999,283.45,itc,278.5,11200000,278.0
2017-05-17,284.4,-0.0064,281.65,itc,284.1,8300000,279.25
2017-05-18,281.05,-0.0133,277.9,itc,278.0,7920000,277.05
2017-05-19,295.65,0.0299,286.2,itc,282.25,35720000,281.95
2017-05-22,304.8,0.0608,303.6,itc,292.45,35940000,291.3
2017-05-23,303.9,-0.0113999999999999,300.15,itc,301.9,19780000,298.25
2017-05-24,301.95,-0.0008,299.9,itc,300.0,9460000,297.9
2017-05-25,304.7,0.0005,300.05,itc,300.0,22770000,295.35
2017-05-26,313.8,0.0302,309.1,itc,302.0,21740000,299.55
2017-05-29,319.85,0.0218,315.85,itc,304.0,19670000,303.5
2017-05-30,315.2,-0.0139,311.45,itc,312.9,8550000,310.05
2017-05-31,313.4,0.0011,311.8,itc,311.45,12310000,307.0
2017-06-01,316.75,0.0077,314.2,itc,312.0,8250000,310.8
2017-06-02,319.9,0.0159,319.2,itc,316.1,11070000,315.2
2017-06-05,318.25,-0.0055,317.45,itc,315.0,9480000,313.3
2017-06-06,319.0,-0.0202,311.05,itc,317.5,9840000,309.3
2017-06-07,314.75,0.0039,312.25,itc,311.3,11530000,310.35
2017-06-08,313.25,-0.0021,311.6,itc,313.0,7780000,309.4
2017-06-09,312.6,-0.018,306.0,itc,310.75,10070000,304.7
2017-06-12,307.5,-0.0052,304.4,itc,307.0,6270000,302.5
2017-06-13,306.0,0.0028,305.25,itc,305.05,5110000,302.2
2017-06-14,306.0,-0.0177,299.85,itc,304.95,14570000,299.15
2017-06-15,302.95,0.0068,301.9,itc,302.95,7430000,299.5
2017-06-16,309.6,0.0162,306.8,itc,302.5,12320000,302.5
2017-06-19,311.85,0.0134,310.9,itc,309.0,6980000,308.1
2017-06-20,312.2,-0.0070999999999999,308.7,itc,312.0,8260000,308.1
2017-06-21,311.0,0.0008,308.95,itc,309.4,8279999,307.2
2017-06-22,314.2,0.0076,311.3,itc,308.65,8940000,308.2
2017-06-23,312.9,-0.001,311.0,itc,310.0,7180000,308.6
2017-06-27,316.5,0.0043,312.35,itc,311.75,9690000,311.0
2017-06-28,311.6,-0.0128,308.35,itc,311.6,7920000,307.1
2017-06-29,313.25,0.0105,311.6,itc,309.1,9930000,308.6
2017-06-30,324.7,0.0387,323.65,itc,310.25,23200000,310.25
2017-07-03,354.8,0.0582,342.5,itc,346.0,47080000,340.3
2017-07-04,343.45,-0.0153,337.25,itc,342.8,11230000,336.25
2017-07-05,337.85,-0.0184,331.05,itc,337.25,11980000,330.25
2017-07-06,338.75,0.0183,337.1,itc,334.3,13430000,331.3
2017-07-07,338.2,-0.0083,334.3,itc,338.0,9920000,333.05
2017-07-10,367.7,-0.003,333.3,itc,341.0,1430000,331.0
2017-07-11,335.05,-0.0087,330.4,itc,335.0,8340000,330.0
2017-07-12,333.6,-0.0046999999999999,328.85,itc,328.4,10250000,327.4
2017-07-13,339.5,0.0301,338.75,itc,332.0,17490000,331.0
2017-07-14,339.95,-0.0046999999999999,337.15,itc,339.95,5590000,334.8
2017-07-17,335.0,-0.0356,325.15,itc,335.0,20320000,320.7
2017-07-18,292.65,-0.1249,284.55,itc,292.65,149480000,276.4
2017-07-19,292.9,0.0242,291.45,itc,287.8,39130000,286.2
2017-07-20,294.9,-0.0067,289.5,itc,294.0,15310000,288.4
2017-07-21,291.75,-0.0021,288.9,itc,291.5,13170000,286.55
2017-07-24,295.35,0.0151,293.25,itc,290.0,17790000,288.1
2017-07-25,295.15,-0.0063,291.4,itc,295.0,9560000,290.85
2017-07-26,294.25,0.0077,293.65,itc,292.0,9210000,291.5
2017-07-27,295.4,-0.0174,288.55,itc,294.7,18890000,286.75
2017-07-28,294.75,0.0104,291.55,itc,294.3,18490000,287.15
2017-07-31,290.3,-0.0216,285.25,itc,289.5,21250000,284.5
2017-08-01,288.55,0.0091,287.85,itc,285.3,13540000,285.0
2017-08-02,289.9,-0.0083,285.45,itc,289.8,9870000,284.3
2017-08-03,285.4,-0.0141999999999999,281.4,itc,285.0,10200000,280.65
2017-08-04,284.4,-0.0023,280.75,itc,280.4,11280000,279.65
2017-08-07,283.0,-0.0032,279.85,itc,281.6,8450000,279.45
2017-08-08,281.4,-0.0204,274.15,itc,280.1,12740000,273.5
2017-08-09,275.4,-0.0046999999999999,272.85,itc,274.0,9910000,270.4
2017-08-10,274.65,0.0009,273.1,itc,272.65,10000000,270.75
2017-08-11,274.45,-0.0059,271.5,itc,271.0,14410000,270.1
2017-08-14,274.4,-0.0009,271.25,itc,274.4,9690000,270.5
2017-08-16,281.75,0.0293,279.2,itc,272.0,18690000,271.35
2017-08-17,282.9,0.0029,280.0,itc,281.85,13700000,277.9
2017-08-18,284.0,0.0066,281.85,itc,279.25,14870000,276.8
2017-08-21,285.0,-0.0009,281.6,itc,282.35,13090000,280.95
2017-08-22,285.0,0.0046,282.9,itc,282.0,11960000,280.35
2017-08-23,285.6,-0.0012,282.55,itc,283.5,8750000,281.6
2017-08-24,283.5,-0.0039,281.45,itc,282.0,10820000,281.1
2017-08-28,283.0,0.0036,282.45,itc,282.1,9970000,279.3
2017-08-29,282.9,-0.0078,280.25,itc,282.35,6140000,279.4
2017-08-30,282.9,0.0062,282.0,itc,281.15,6530000,280.6
2017-08-31,283.15,0.0009,282.25,itc,283.0,11220000,280.4
2017-09-01,284.35,0.0048,283.6,itc,282.2,7250000,280.7
2017-09-04,283.85,-0.0018,283.1,itc,283.45,8480000,282.0
2017-09-05,283.9,-0.0009,282.85,itc,282.65,7820000,281.6
2017-09-06,281.0,-0.0253,275.7,itc,280.5,14170000,275.25
2017-09-07,277.55,-0.0192,270.4,itc,277.0,19220000,269.55
2017-09-08,273.3,0.0072,272.35,itc,271.15,9720000,270.0
2017-09-11,274.4,0.0046,273.6,itc,272.4,9310000,271.5
2017-09-12,278.25,0.0148,277.65,itc,275.5,11460000,274.6
2017-09-13,277.5,-0.0222,271.5,itc,277.4,12130000,270.95
2017-09-14,272.5,0.0018,272.0,itc,272.3,7040000,270.4
2017-09-15,272.75,-0.0098999999999999,269.3,itc,272.0,13150000,268.2
2017-09-18,271.7,-0.0085,267.0,itc,271.0,10150000,266.25
2017-09-19,270.0,0.0032,267.85,itc,268.0,33880000,264.1
2017-09-20,272.0,0.0138,271.55,itc,269.4,9600000,267.75
2017-09-21,272.4,-0.0074,269.55,itc,272.0,7760000,267.1
2017-09-22,270.95,-0.0040999999999999,268.45,itc,269.5,6880000,267.05
2017-09-25,269.65,-0.0231,262.25,itc,268.5,17580000,260.9
2017-09-26,263.75,0.0008,262.45,itc,263.3,9580000,261.05
2017-09-27,265.5,-0.0151,258.5,itc,265.1,17530000,256.8
2017-09-28,263.4,0.0118,261.55,itc,260.4,21600000,259.1
2017-09-29,262.9,-0.0124,258.3,itc,262.8,12170000,257.45
2017-10-03,262.75,0.012,261.4,itc,262.5,11500000,258.5
2017-10-04,268.5,0.023,267.4,itc,264.1,10780000,263.15
2017-10-05,269.4,-0.008,265.25,itc,267.4,6940000,264.4
2017-10-06,267.5,0.0034,266.15,itc,265.8,7860000,264.65
2017-10-09,269.15,0.0069999999999999,268.0,itc,268.0,6090000,266.4
2017-10-10,267.9,-0.0067,266.2,itc,267.1,5470000,265.15
2017-10-11,267.75,-0.003,265.4,itc,266.5,7660000,264.45
2017-10-12,269.2,0.006,267.0,itc,265.55,9170000,264.0
2017-10-13,267.6,-0.0039,265.95,itc,266.25,12040000,264.2
2017-10-16,269.95,0.0058,267.5,itc,266.0,9150000,265.5
2017-10-17,268.7,-0.0009,267.25,itc,268.0,10630000,265.95
2017-10-18,270.75,0.0116,270.35,itc,268.0,7230000,267.1
2017-10-19,271.3,-0.0026,269.65,itc,271.0,1240000,269.0
2017-10-23,272.75,-0.0096,267.05,itc,270.0,9770000,265.8
2017-10-24,268.45,-0.0002,267.0,itc,268.45,8400000,266.1
2017-10-25,271.5,0.0084,269.25,itc,268.4,5940000,268.2
2017-10-26,270.8,-0.0032,268.4,itc,270.8,9260000,267.15
2017-10-27,276.0,0.0034999999999999,269.35,itc,270.6,22970000,267.45
2017-10-30,270.6,-0.0156,265.15,itc,269.0,17590000,263.45
2017-10-31,266.95,0.0021,265.7,itc,266.05,8140000,263.9
2017-11-01,271.2,0.0156,269.85,itc,267.0,7240000,266.3
2017-11-02,269.95,-0.0156,265.65,itc,269.7,9680000,265.3
2017-11-03,267.9,-0.0009,265.4,itc,267.0,5980000,264.9
2017-11-06,267.9,-0.0019,264.9,itc,266.25,9020000,264.3
2017-11-07,267.7,0.0015,265.3,itc,265.7,9510000,263.65
2017-11-08,266.5,0.0004,265.4,itc,265.35,5960000,264.7
2017-11-09,266.5,-0.0202,260.05,itc,266.4,20250000,259.3
2017-11-10,265.2,0.0063,261.7,itc,260.55,16790000,259.4
2017-11-13,263.3,-0.013,258.3,itc,263.0,7400000,258.0
2017-11-14,260.85,-0.0068,256.55,itc,258.5,8340000,256.0
2017-11-15,257.35,-0.0127,253.3,itc,257.0,17010000,250.4
2017-11-16,255.6,0.0070999999999999,255.1,itc,254.7,9960000,252.4
2017-11-17,259.0,0.0113999999999999,258.0,itc,256.5,10000000,256.0
2017-11-20,260.7,0.0046999999999999,259.2,itc,258.6,7920000,257.25
2017-11-21,259.5,-0.0131,255.8,itc,259.5,16629999,255.2
2017-11-22,258.65,0.0092,258.15,itc,256.0,8610000,255.6
2017-11-23,260.7,0.0,258.15,itc,258.35,7520000,256.4
2017-11-24,261.45,0.0101,260.75,itc,258.5,7350000,258.05
2017-11-27,260.5,-0.0058,259.25,itc,260.0,4840000,257.3
2017-11-28,259.2,-0.0087,257.0,itc,259.1,17510000,256.0
2017-11-29,258.7,0.0040999999999999,258.05,itc,258.0,8700000,257.0
2017-11-30,258.2,-0.0078,256.05,itc,257.9,22120000,254.65
2017-12-01,259.6,-0.0033,255.2,itc,256.95,6590000,254.65
2017-12-04,256.3,-0.0004,255.1,itc,256.0,6110000,253.55
2017-12-05,255.35,-0.0049,253.85,itc,255.0,8990000,252.5
2017-12-06,253.25,-0.0089,251.6,itc,253.25,8240000,250.85
2017-12-07,254.1,0.0069999999999999,253.35,itc,250.0,5430000,250.0
2017-12-08,263.2,0.0349,262.2,itc,253.75,13130000,253.4
2017-12-11,267.5,0.0154,266.25,itc,264.65,17180000,263.3
2017-12-12,265.2,-0.0177,261.55,itc,264.5,9240000,260.5
2017-12-13,262.4,-0.0097,259.0,itc,259.6,8650000,257.6
2017-12-14,266.15,0.0203,264.25,itc,260.9,8039999,257.55
2017-12-15,267.05,0.0013,264.6,itc,266.0,12270000,263.45
2017-12-18,265.5,-0.0053,263.2,itc,265.5,9290000,259.05
2017-12-19,265.4,0.004,264.25,itc,263.4,5880000,263.1
2017-12-20,264.7,-0.0036,263.3,itc,264.7,7440000,262.7
2017-12-21,265.9,-0.0009,263.05,itc,265.9,6770000,261.6
2017-12-22,264.2,0.0002,263.1,itc,263.5,6410000,262.15
2017-12-26,265.0,0.004,264.15,itc,263.25,9550000,262.65
2017-12-27,264.3,-0.0076,262.15,itc,264.2,6090000,261.65
2017-12-28,264.05,-0.0011,261.85,itc,263.4,15890000,261.05
2017-12-29,264.0,0.0053,263.25,itc,262.5,6570000,262.25
2018-01-01,266.3,-0.0036,262.3,itc,263.25,10460000,261.25
2018-01-02,264.2,-0.0059,260.75,itc,262.6,5690000,260.45
2018-01-03,262.65,0.0015,261.15,itc,261.3,11020000,260.6
2018-01-04,262.75,0.0015,261.55,itc,260.95,9370000,260.6
2018-01-05,263.5,0.0052,262.9,itc,261.9,9210000,261.9
2018-01-08,266.8,0.0103,265.6,itc,264.0,14430000,263.25
2018-01-09,272.0,0.0186,270.55,itc,265.5,25740000,264.75
2018-01-10,274.0,-0.0043,269.4,itc,273.45,16440000,269.05
2018-01-11,271.0,0.0015,269.8,itc,269.5,11290000,268.1
2018-01-12,271.35,-0.0083,267.55,itc,270.25,8180000,266.15
2018-01-15,271.1,0.0002,267.6,itc,268.0,10540000,267.0
2018-01-16,268.7,-0.022,261.7,itc,268.2,12940000,260.8
2018-01-17,267.0,0.0166,266.05,itc,262.0,16379999,259.55
