Date,Low,High,Open,Volume,Symbol,Price,Chg%
2016-05-09,1400.0,1419.5,1419.5,560450,britannia,1406.88,-0.0013
2016-05-10,1407.55,1431.5,1407.55,231400,britannia,1410.45,0.0025
2016-05-11,1395.47,1429.45,1405.0,196200,britannia,1423.72,0.0093999999999999
2016-05-12,1420.0,1475.0,1433.5,519270,britannia,1468.22,0.0313
2016-05-13,1462.8,1488.5,1467.5,539450,britannia,1477.0,0.006
2016-05-16,1451.6,1489.47,1482.0,292500,britannia,1467.78,-0.0062
2016-05-17,1471.1,1508.95,1471.1,471340,britannia,1502.83,0.0239
2016-05-18,1484.0,1502.0,1501.97,362640,britannia,1485.8,-0.0113
2016-05-19,1488.05,1507.5,1489.97,313490,britannia,1497.97,0.0081999999999999
2016-05-20,1455.0,1517.53,1504.95,404470,britannia,1465.35,-0.0218
2016-05-23,1330.5,1425.0,1425.0,1520000,britannia,1341.25,-0.0847
2016-05-24,1305.0,1375.0,1341.25,1130000,britannia,1327.03,-0.0106
2016-05-25,1328.75,1382.5,1330.35,708390,britannia,1375.72,0.0366999999999999
2016-05-26,1364.03,1397.5,1378.4,719340,britannia,1372.2,-0.0026
2016-05-27,1350.55,1380.92,1379.5,1030000,britannia,1359.65,-0.0091
2016-05-30,1360.0,1379.0,1360.0,221880,britannia,1373.03,0.0098
2016-05-31,1345.47,1379.5,1374.0,548770,britannia,1353.1,-0.0144999999999999
2016-06-01,1362.6,1396.2,1370.0,961920,britannia,1382.55,0.0218
2016-06-02,1380.28,1411.15,1384.97,372480,britannia,1399.75,0.0124
2016-06-03,1378.03,1402.3,1400.0,333630,britannia,1381.67,-0.0129
2016-06-06,1367.58,1394.25,1382.5,204050,britannia,1386.92,0.0038
2016-06-07,1388.5,1405.0,1388.5,803050,britannia,1397.58,0.0077
2016-06-08,1380.03,1403.5,1390.08,260920,britannia,1385.2,-0.0089
2016-06-09,1376.03,1397.75,1385.0,394970,britannia,1380.62,-0.0033
2016-06-10,1362.03,1387.0,1387.0,184010,britannia,1364.62,-0.0116
2016-06-13,1330.0,1358.0,1358.0,222100,britannia,1339.1,-0.0187
2016-06-14,1333.75,1348.25,1338.0,216540,britannia,1340.58,0.0011
2016-06-15,1335.62,1349.5,1349.5,219820,britannia,1341.3,0.0005
2016-06-16,1336.03,1348.1,1340.0,201040,britannia,1343.45,0.0016
2016-06-17,1318.4,1349.25,1345.0,570480,britannia,1319.8,-0.0176
2016-06-20,1293.75,1316.0,1312.5,361260,britannia,1311.1,-0.0066
2016-06-21,1280.15,1303.5,1297.5,917580,britannia,1282.42,-0.0219
2016-06-22,1280.55,1310.0,1284.2,587520,britannia,1306.85,0.019
2016-06-23,1304.65,1321.0,1309.0,326750,britannia,1312.72,0.0045
2016-06-24,1259.55,1322.2,1290.0,295180,britannia,1316.47,0.0029
2016-06-27,1312.65,1347.97,1317.5,340510,britannia,1341.65,0.0191
2016-06-28,1340.03,1376.8,1343.5,446180,britannia,1374.08,0.0242
2016-06-29,1353.38,1389.05,1374.9,280750,britannia,1385.7,0.0085
2016-06-30,1365.5,1394.72,1389.95,744740,britannia,1379.47,-0.0045
2016-07-01,1375.78,1408.55,1376.88,433850,britannia,1404.15,0.0179
2016-07-04,1408.17,1425.0,1419.0,293930,britannia,1420.45,0.0116
2016-07-05,1405.0,1430.0,1417.5,151090,britannia,1418.12,-0.0016
2016-07-07,1401.0,1420.0,1415.0,253010,britannia,1404.58,-0.0095
2016-07-08,1396.2,1418.0,1404.58,191400,britannia,1402.53,-0.0015
2016-07-11,1408.8,1434.22,1409.0,357570,britannia,1429.62,0.0192999999999999
