,Date,Price,Open,High,Low,Volume,Chg%
1033,"Jan 16, 2019",3175.75,3184.0,3204.9,3145.0,182.04K,-0.26%
1034,"Jan 15, 2019",3183.9,3120.15,3199.9,3095.0,278.64K,2.26%
1035,"Jan 14, 2019",3113.65,3102.0,3124.0,3063.0,154.98K,0.54%
1036,"Jan 11, 2019",3096.85,3090.0,3116.75,3079.6,353.71K,0.26%
1037,"Jan 10, 2019",3088.95,3100.0,3100.0,3073.0,229.69K,-0.12%
1038,"Jan 09, 2019",3092.65,3114.0,3119.85,3081.0,257.23K,0.10%
1039,"Jan 08, 2019",3089.55,3155.0,3155.0,3080.0,217.27K,-1.73%
1040,"Jan 07, 2019",3143.8,3137.1,3155.0,3125.0,152.97K,0.68%
1041,"Jan 04, 2019",3122.7,3137.95,3159.2,3105.55,170.82K,-0.42%
1042,"Jan 03, 2019",3135.9,3116.85,3177.0,3097.4,311.50K,0.61%
1043,"Jan 02, 2019",3116.85,3100.0,3131.0,3081.2,152.32K,0.44%
1044,"Jan 01, 2019",3103.05,3120.0,3128.9,3080.0,140.86K,-0.40%
1045,"Dec 31, 2018",3115.4,3105.15,3120.0,3083.0,184.70K,0.55%
1046,"Dec 28, 2018",3098.5,3083.0,3114.35,3080.95,169.58K,0.75%
1047,"Dec 27, 2018",3075.4,3110.0,3124.95,3062.0,240.31K,-0.44%
1048,"Dec 26, 2018",3088.95,3086.4,3114.0,3041.0,159.44K,-0.37%
1049,"Dec 24, 2018",3100.55,3120.5,3157.0,3082.15,245.82K,-0.62%
1050,"Dec 21, 2018",3119.8,3199.0,3200.0,3107.1,359.20K,-1.61%
1051,"Dec 20, 2018",3170.85,3207.7,3234.75,3160.15,205.79K,-1.80%
1052,"Dec 19, 2018",3228.85,3179.9,3245.0,3170.0,425.67K,1.90%
1053,"Dec 18, 2018",3168.7,3157.0,3183.0,3130.0,230.83K,0.17%
1054,"Dec 17, 2018",3163.2,3159.75,3170.0,3114.0,228.53K,0.88%
1055,"Dec 14, 2018",3135.75,3139.7,3171.1,3097.45,187.23K,-0.24%
1056,"Dec 13, 2018",3143.2,3088.0,3157.95,3083.15,401.09K,2.84%
1057,"Dec 12, 2018",3056.5,3001.8,3074.0,3000.25,261.56K,1.98%
1058,"Dec 11, 2018",2997.2,2970.0,3009.9,2940.0,198.22K,0.56%
1059,"Dec 10, 2018",2980.65,2984.95,3000.0,2930.0,197.63K,-0.82%
1060,"Dec 07, 2018",3005.35,2986.35,3013.85,2950.0,155.50K,0.64%
1061,"Dec 06, 2018",2986.35,3078.9,3078.9,2980.0,302.12K,-3.45%
1062,"Dec 05, 2018",3093.0,3090.0,3109.4,3065.05,205.22K,-0.00%
1063,"Dec 04, 2018",3093.1,3100.2,3128.75,3056.1,329.01K,-0.05%
1064,"Dec 03, 2018",3094.5,3175.0,3188.9,3081.35,311.81K,-2.37%
1065,"Nov 30, 2018",3169.75,3040.9,3197.0,3040.8,954.57K,4.53%
1066,"Nov 29, 2018 S",3032.35,3016.0,3045.0,2985.0,414.18K,1.73%
1067,"Nov 28, 2018",2980.88,3035.0,3035.0,2975.25,248.83K,-1.21%
1068,"Nov 27, 2018",3017.53,3009.95,3040.0,2983.0,430.87K,0.45%
